Username,location,date,content,Rating,Category
DIANE,US,"Apr 6, 2023Invited","I have been using Tom's toothpaste for…I have been using Tom's toothpaste for years and I wanted to try your other products.Date of experience: April 06, 2023",5,Pharma
Mark Deppe,US,"Sep 20, 2023","I find the products are exceptionalI find the products are exceptional, many choices and the prices are competitive.Date of experience: September 20, 2023",5,Pharma
Ben Ramirez,US,"Sep 5, 2023","Customer service never answered the…Customer service never answered the phone on either options. You have the wrong address for. This was supposed to be corrected last year.Date of experience: September 05, 2023",1,Pharma
Linda Andrews,US,"Apr 29, 2023Invited","First Time and Not the Last Time - FABULOUS!…It was easy and you had the product I wanted. The competitor, Amazon did not. Also, I got a discount and free shipping from you!Date of experience: April 29, 2023",5,Pharma
Catherine Liu,US,"Jul 27, 2023","It's a good shopping experienceIt's a good shopping experience, very clear and easy to browse the products categories on the web pages, and have some difficult-to-find products with reasonable prices, and responsible follow-up after placing the order by email and texts, would definitely recommend others to shop at this site!Date of experience: July 27, 2023",5,Pharma
Allen Wright,US,"Sep 8, 2023","Fast Shipping Is Always The NormAs always PureFormulas makes shopping for vitamins and minerals easy. Great customer service and fast shipping makes the transaction go smoothly.Date of experience: August 07, 2023",5,Pharma
Mary,US,"Apr 23, 2023Invited","Easy orderingEasy ordering. Paypal makes it so easy to get through that part of buying.Date of experience: April 23, 2023",5,Pharma
Susie,US,"Apr 18, 2023Invited","Pure Formulas is EASY!Pure Formulas is EASY!!  They ship FAST!!!  Have a GREAT selection of Products!! THANK YOU!!Date of experience: April 17, 2023",5,Pharma
Renate Gunrud,US,"Sep 5, 2023","iT WOULDN'T LET ME COMPLETE MY ORDER…iT WOULD LET ME GET TO THE CHECK OUT SCREEN AND THEN THE ENTIRE THING WOULD DISAPPEARE. I TRIED TO DELETE THE ORDER AND TRY AGAIN, IT KEPT DOING THE SAME THING. i HAD TO TRY NUMEROUS TIMES TO COMPLETE MY ORDER. i USED THE LABOR CODE. MY ORDER WAS OVER $100 SO I SHOULD HAVE HAD 20% OFF. IT ONLY GAVE ME 15% OFF.Date of experience: September 04, 2023",2,Pharma
KIDuckett,US,"Aug 6, 2023","Easy to OrderEasy to Order. Two methods of fast and free delivery. Have my product in stock! Will come back for more.Date of experience: August 06, 2023",5,Pharma
Roy,US,"Aug 15, 2023","Website worked smoothlyWebsite worked smoothly. No problem with looping like some sites have.Date of experience: August 14, 2023",5,Pharma
Enedina Moon,US,"May 26, 2023","We are very happy with this company and…We are very happy with this company and their prices are very affordable.Date of experience: May 26, 2023",5,Pharma
Charles,US,"Apr 23, 2023Invited","Good product at good priceGood product at good price. However I had a hard time finding the 'purchase' button.Date of experience: April 23, 2023",4,Pharma
Doris Anderson,US,"Sep 5, 2023","Great company!They carry the brand I want at a better price than I can find anywhere else.Date of experience: September 05, 2023",5,Pharma
Stephen,US,"May 10, 2023","Low price on supplement I needLow price on supplement I need, quick to sign up and order.Date of experience: May 10, 2023",5,Pharma
Cay,US,"Apr 23, 2023Invited","Great Products and Pricing!Great Products and Pricing.  Ordering online is easy!Date of experience: April 23, 2023",5,Pharma
Rick,US,"Jun 7, 2023","What a Joke!  Tried to order products from this…Tried to order products from this company. They would place the order until I called an 800 number. I got a recording that tried to sell me some other product. What a joke!Date of experience: June 07, 2023",1,Pharma
Lizzy Hughes,US,"Dec 13, 2023","Very crappy communication, no confirmationTook my payment and put me on their spam list but did not send me confirmation of my order. Emailed them and automated reply. Called and was on hold for a very long timeDate of experience: December 13, 2023",1,Pharma
Janet,US,"Apr 14, 2023Invited","You had what I wantedYou had what I wanted, and at discounted prices. Free shipping is great, only 5-7 days is a bit long. Thank you. The promo card is good, too.Date of experience: April 14, 2023",5,Pharma
Amy,US,"Apr 10, 2023Invited","ConfusingConfusing!   Have you tried it?    Not simple.  Does not follow through with what you agree to.   SIgned up to new account then offered after that $5 to sign up for an account.  Tried that too - an got $2.50.   Don't know why.  Not a concise site.   Confusing.   Too much going on too.Date of experience: April 10, 2023",2,Pharma
Yvette Mancipe,US,"May 17, 2023","Free shipping helps so much along with…Free shipping helps so much along with rewards. Fast shipping also.Date of experience: May 17, 2023",5,Pharma
Silvia Lombardi,US,"Jul 22, 2023","I wasn't able to use my ""birthday code""…I wasn't able to use my ""birthday code"" of $5. discount no matter how many times I attempted to enter it.Date of experience: July 22, 2023",2,Pharma
Susan Rosen,US,"Apr 29, 2023Invited","Nice selection of productsnice selection of products. Orders always delivered quickly.Date of experience: April 29, 2023",5,Pharma
Invite the Light,US,"Jun 12, 2023","I had a great experience with customer…I had a great experience with customer service I’m very grateful —they don’t allow you to return items once they were open but this was my first time purchasing from them and I was really reactive to the supplement so maybe I’m not ready at this time to take a detox supplement— they offered a one time refund - thank youDate of experience: June 12, 2023",5,Pharma
Silke,US,"Apr 28, 2023Invited","This company is excellentThis company is excellent in customer service and ease of ordering.  I feel comfortable relying on their service.Date of experience: April 28, 2023",5,Pharma
Brian Amara,US,"Aug 18, 2023","I did not get the military discount…I did not get the military discount even though it said I was verified through Verify IDDate of experience: August 18, 2023",2,Pharma
Robert Turley,US,"Aug 7, 2023","Easy shopping and good selection of…Easy shopping and good selection of products.Date of experience: August 07, 2023",5,Pharma
Scott,US,"Apr 24, 2023Invited","I tried to apply the discount code that…I tried to apply the discount code that I received in an email. The code never went through. I tried it several times. I placed the order because I need the product. Why send a code if it can't be used?Date of experience: April 23, 2023",1,Pharma
Karen W ,US,"Jun 26, 2023","So easy to work with PureFormulasSo easy to work with PureFormulas.  The ordering process online is easy.  Excellent pricing compared tocompetitors.Date of experience: June 26, 2023",5,Pharma
Deborah Sorrill,US,"Aug 10, 2023","Very easy to sign up and order..Very easy to sign up and order... glad you have Pay Pal, best prices and free shipping!Date of experience: August 10, 2023",5,Pharma
Cindy Pickles,US,"Jul 16, 2023","EaseEase of navigating website, easy check out.Date of experience: July 15, 2023",5,Pharma
Laura,US,"Oct 4, 2023","Easy to orderEasy to order.  I like the rewards system.  Great products.Date of experience: October 04, 2023",5,Pharma
Ruth Lucas-Lowe,US,"Apr 10, 2023Invited","Price of organixx magnesium7 is great . This site offers great products at great prices .Price of organixx magnesium7 is great .Date of experience: April 09, 2023",5,Pharma
TGraz,US,"Aug 26, 2023","No customer service on the weekendNo customer service on the weekend. Paypal has been removed as a way to pay and no one to help!Date of experience: August 26, 2023",2,Pharma
